instance_id,solver_name,n_backdoor_leaves,backdoor_depth,whole_runtime,whole_decisions,whole_propagations,whole_restarts,whole_conflicts,leaves_runtime,leaves_decisions,leaves_propagations,leaves_restarts,leaves_conflicts,tautology_check_runtime
0,minisat22,548,12,1.899871032,34138,44997,25,4739,0.0017449250000005634,0,5751,548,593,0.003469881000000896
0,glucose41,548,12,4.587468867999995,52597,78491,19,9911,0.0020182129999994913,0,5751,548,593,0.00512601199999807
0,cadical153,548,12,5.103446172999995,75364,126942,33,17364,0.0021829849999974726,0,5808,0,596,0.0038981889999973873
0,lingeling,548,12,34.796512499,131474,198981,2,20441,0.0059928610000099525,5064,5109,0,544,0.009600466999998503
1,minisat22,542,11,0.362362614999995,15516,22220,15,2938,0.00048314000000004853,0,5303,542,677,0.0016857800000025236
1,glucose41,542,11,1.5254203100000154,45064,85641,3,13890,0.0005473569999878691,0,5303,542,677,0.002607975999978862
1,cadical153,542,11,1.1586959830000012,23760,39319,23,5483,0.0009153780000019651,0,5336,0,673,0.0020772219999969366
1,lingeling,542,11,7.494869077999994,54888,85672,3,10914,0.0024646619999941777,4421,4493,0,539,0.004661044000016545
2,minisat22,546,12,1.8397858990000202,29161,39709,25,4667,0.0008416450000083842,0,5721,546,605,0.0029969050000033803
2,glucose41,546,12,5.064369575000001,56312,86948,20,11401,0.0009118150000233527,0,5721,546,605,0.0037473680000061904
2,cadical153,546,12,5.442650172000015,67256,117450,28,16757,0.0016143819999854259,0,5751,0,609,0.006435414000009132
2,lingeling,546,12,82.68834557399998,347363,492836,0,37761,0.0066344440000420946,4986,5043,0,535,0.008267744000022503
3,minisat22,546,12,2.010935712000048,32371,43002,25,4660,0.0025385050000181764,0,5859,546,654,0.003078966000032324
3,glucose41,546,12,6.213232630999983,60614,92273,21,11999,0.0029350940000085757,0,5859,546,654,0.004017549000025156
3,cadical153,546,12,4.750436081000032,72109,125710,19,17546,0.0022392829999944297,0,5940,0,653,0.0036101529999541526
3,lingeling,546,12,44.64320211500001,172317,255954,1,24953,0.004108606999977837,4993,5079,0,535,0.009136296000008315
4,minisat22,545,11,2.0753837319999775,33039,44222,27,4971,0.0012551910000411226,0,5850,545,642,0.0033475149999731
4,glucose41,545,11,8.009464177999973,83696,127463,23,16233,0.0014102630000252248,0,5850,545,642,0.0036972130000094694
4,cadical153,545,11,5.065711529999987,70004,120335,25,17068,0.0017933389999598148,0,5905,0,647,0.004739524999990863
4,lingeling,545,11,31.748990101999993,118500,181556,2,19732,0.005346278000047278,5020,5064,0,540,0.01116306699998404
5,minisat22,544,12,1.9771891409999398,31045,40585,22,4339,0.0023468950000733457,0,5815,544,641,0.0029969740000979073
5,glucose41,544,12,5.664820257999963,54232,80422,26,10241,0.002538146000006236,0,5815,544,641,0.00572167999996509
5,cadical153,544,12,3.633369812000069,55781,96274,22,13317,0.0018392949999679331,0,5813,0,641,0.0041115880000006655
5,lingeling,544,12,12.965149118999989,53583,76123,3,8438,0.0056458279999560546,4971,5027,0,535,0.00854675400000815
6,minisat22,546,12,1.7040730700000495,28948,39999,24,4596,0.0012324350000199047,0,5771,546,658,0.0026390750000473417
6,glucose41,546,12,4.409093465999945,53350,82111,15,10378,0.001307251000071119,0,5771,546,658,0.0049060110000027635
6,cadical153,546,12,3.895882895999989,58236,99854,24,13222,0.0011105270000371092,0,5839,0,662,0.004293587000006482
6,lingeling,546,12,33.929829401000006,139521,207935,1,20699,0.004392740000071171,4954,5021,0,543,0.007978417999993326
7,minisat22,546,12,2.2220489740000176,32250,43772,28,5195,0.0013781339999923148,0,5850,546,638,0.0031629850000172155
7,glucose41,546,12,5.932972843000016,57408,86527,22,11215,0.0014983759999722679,0,5850,546,638,0.005894410000109929
7,cadical153,546,12,4.254190807999976,55871,93688,24,13344,0.0017229369999540722,0,5835,0,626,0.0035223789999463406
7,lingeling,546,12,19.16133502999992,72204,105044,4,11536,0.0033961579999868263,5039,5084,0,545,0.008405104999951618
8,minisat22,546,12,1.975919073,33376,45670,28,5217,0.001748312999893642,0,5697,546,591,0.0031175599999642145
8,glucose41,546,12,3.7151340909999817,46720,71371,15,9796,0.0019220529999302016,0,5697,546,591,0.0052703529999007515
8,cadical153,546,12,6.095866636999972,90563,152796,131,20114,0.001417976000084309,0,5715,0,592,0.0037395159999960015
8,lingeling,546,12,35.5246699490001,136248,205751,2,20509,0.004582464000009168,5040,5059,0,541,0.008575906000032774
9,minisat22,547,12,1.6747614689999182,28340,38157,24,4565,0.0016922089999980017,0,5784,547,640,0.0029233500000600543
9,glucose41,547,12,5.430807196999922,62728,94871,22,12455,0.001873251999995773,0,5784,547,640,0.005503974000021117
9,cadical153,547,12,6.781737679999992,80359,144636,57,20253,0.0015774809999129502,0,5807,0,638,0.0035420290000729437
9,lingeling,547,12,33.19612806200007,124133,191855,2,21007,0.00786675200015452,5006,5077,0,544,0.00783389499997611
10,minisat22,546,12,1.4176995299999362,25448,34725,22,4059,0.0008829719999994268,0,5631,546,633,0.0026232259999687813
10,glucose41,546,12,4.9267222519999905,65712,102233,15,13678,0.0009656130000621488,0,5631,546,633,0.005299923999928069
10,cadical153,546,12,5.003350081999997,74991,126635,17,17165,0.0004752979998556839,0,5663,0,632,0.0032829560000209312
10,lingeling,546,12,30.43130048399985,130702,194438,1,19077,0.0024397739998676116,4857,4907,0,540,0.008529796000175338
11,minisat22,546,12,1.7053794470000412,29922,40869,25,4750,0.001523163999991084,0,5854,546,653,0.0026794139998855826
11,glucose41,546,12,5.053821174999939,58180,87273,22,11321,0.001712150000003021,0,5854,546,653,0.00436045100013871
11,cadical153,546,12,4.067658321999943,49642,85593,29,12145,0.0025046430000656983,0,5846,0,645,0.0049720899999101675
11,lingeling,546,12,34.54369109999993,134735,203144,1,20394,0.007643214999916381,5016,5080,0,544,0.00893636199998582
12,minisat22,547,12,2.0011336259999553,29903,40693,26,4859,0.0016504899999745248,0,5847,547,632,0.0031340819998604275
12,glucose41,547,12,4.650637419999839,53005,76622,18,9765,0.0018972000000303524,0,5847,547,632,0.0042957250000199565
12,cadical153,547,12,4.110532901999932,56970,94359,41,12771,0.002001521000011053,0,5949,0,640,0.0034555719998934364
12,lingeling,547,12,35.344900756000015,137423,205998,2,20861,0.006895791000033569,5048,5096,0,545,0.008921870999984094
13,minisat22,545,12,1.9987271830000282,33155,43972,25,4742,0.0005861649999587826,0,5725,545,604,0.003180073999828892
13,glucose41,545,12,4.497594735999883,48028,67039,25,8125,0.0006827419999808626,0,5725,545,604,0.006257291999872905
13,cadical153,545,12,5.597545416999992,74200,127403,53,17165,0.0002002010000978771,0,5756,0,608,0.0046500969999669906
13,lingeling,545,12,33.96249287399996,134491,201585,2,20182,0.0024885400000584923,4976,5037,0,529,0.008089553999980126
14,minisat22,547,12,1.9941861279999102,29865,40496,25,4707,0.0010826830000496557,0,5843,547,648,0.002876778999961971
14,glucose41,547,12,5.303394378999883,61590,90309,26,11378,0.001230315000157134,0,5843,547,648,0.004162170999961745
14,cadical153,547,12,4.064529247999872,56144,101496,18,14544,0.0008832700000311888,0,5852,0,649,0.007836812000050486
14,lingeling,547,12,15.98443523700007,63760,93166,4,10401,0.00414347099990664,5015,5076,0,539,0.008262120999916078
15,minisat22,548,12,1.8482969550000234,33153,43402,25,4693,0.0018240179999793327,0,5807,548,607,0.0031316740000875143
15,glucose41,548,12,9.806504750000158,117379,211176,14,28975,0.0020405269999628217,0,5807,548,607,0.004105901000002632
15,cadical153,548,12,5.51028803600002,84116,145868,45,20135,0.0018059590001939796,0,5858,0,615,0.006741005000094447
15,lingeling,548,12,19.247631334999824,80715,115916,2,12078,0.007536305000030552,5058,5088,0,544,0.010667921000049319
16,minisat22,542,12,2.139009013000077,31738,43336,27,4958,0.0017436759999327478,0,5759,542,633,0.0028151050000815303
16,glucose41,542,12,6.1236457950001295,71899,115853,17,15619,0.0019776599999659084,0,5759,542,633,0.005672591000120519
16,cadical153,542,12,6.615564582999923,84488,144578,57,19560,0.001220446999923297,0,5785,0,635,0.003273470000067391
16,lingeling,542,12,33.61142226899983,135200,200358,2,19872,0.007762643999967622,4951,5028,0,537,0.009321400000089852
17,minisat22,546,11,1.7448428190000413,29627,40326,25,4718,0.0016122740000810154,0,5754,546,632,0.0027254060000814206
17,glucose41,546,11,4.366052252999907,51206,76151,17,10116,0.001709461000018564,0,5754,546,632,0.004222106000042913
17,cadical153,546,11,4.066013446999932,57942,98952,24,13460,0.0018455490001088037,0,5786,0,636,0.0057870820000971435
17,lingeling,546,11,15.422133311999914,60108,89223,4,9982,0.005758778999961578,4964,5035,0,539,0.008181042999922283
18,minisat22,545,12,1.979234717000054,28371,38902,23,4475,0.001636313000062728,0,5791,545,616,0.002678414000001794
18,glucose41,545,12,5.052526288000081,53569,76644,24,9401,0.001856032999967283,0,5791,545,616,0.004738104999887582
18,cadical153,545,12,5.530896193999979,84437,145661,47,19948,0.0010061650000352529,0,5807,0,619,0.003521368000065195
18,lingeling,545,12,32.76329553200003,132349,197754,1,18884,0.005916487000149573,5004,5049,0,541,0.009199717000001328
19,minisat22,545,12,1.6308822749999763,26156,36391,23,4420,0.001110380999989502,0,5835,545,640,0.002930177000052936
19,glucose41,545,12,4.91548072899991,52396,81626,19,11274,0.001264053999875614,0,5835,545,640,0.005393832999970982
19,cadical153,545,12,4.11358582999992,53927,98247,29,13780,0.0017661460001363594,0,5857,0,640,0.003822738000053505
19,lingeling,545,12,35.38770222899984,140239,207032,1,19800,0.005402660000072501,5040,5090,0,540,0.009904022999762674
20,minisat22,544,11,1.6449325210001007,29904,40688,26,4830,0.0017035450000548735,0,5765,544,620,0.002622664999762492
20,glucose41,544,11,4.974915825000153,54477,76154,30,8901,0.0017439229995943606,0,5765,544,620,0.005873164999684377
20,cadical153,544,11,6.0180939219999345,80808,140273,69,19407,0.001443666999875859,0,5772,0,619,0.0037067359999127802
20,lingeling,544,11,38.96088808400009,153038,228750,1,22412,0.002048701000148867,4967,5017,0,540,0.0080807399999685
21,minisat22,543,11,0.286101748999954,12301,16835,13,1923,0.0005964560000393249,0,5278,543,646,0.001163940999958868
21,glucose41,543,11,0.5540204490002907,21684,35865,5,5673,0.0006387389998963044,0,5278,543,646,0.0023754059998282173
21,cadical153,543,11,1.527510379999967,33694,56402,43,8175,0.0002089149998028006,0,5290,0,642,0.0023859440002524934
21,lingeling,543,11,5.002363606000017,37044,56739,1,6544,0.0015975410001374257,4419,4487,0,531,0.005600286000117194
22,minisat22,545,12,2.044084653000027,33153,44114,25,4736,0.0018588749999253196,0,5702,545,578,0.002977346000079706
22,glucose41,545,12,5.054811170999983,52331,75697,19,9504,0.002161887000056595,0,5702,545,578,0.003818529000000126
22,cadical153,545,12,5.6559872289999475,74303,135360,28,19223,0.0027762759996221575,0,5718,0,579,0.004078746999766736
22,lingeling,545,12,22.043190224000227,84619,125561,2,13338,0.007355400000051304,5060,5084,0,545,0.008264898000106768
23,minisat22,545,11,2.002736638999977,33171,44165,26,4920,0.0027872450000359095,0,5788,545,630,0.0030442389997915598
23,glucose41,545,11,5.954903982999895,65782,96094,22,12220,0.0030405940001401177,0,5788,545,630,0.005500546999883227
23,cadical153,545,11,5.059987242000261,81104,141257,22,19410,0.0016153120000126364,0,5807,0,620,0.0049993749998975545
23,lingeling,545,11,21.0255225840001,77436,114664,3,13073,0.0040328889999727835,5001,5053,0,537,0.00865354000006846
24,minisat22,543,12,1.6056119580002814,30757,41275,24,4610,0.0010141399998246925,0,5667,543,599,0.0028567300000759133
24,glucose41,543,12,4.700007019000168,59920,91499,17,12326,0.0011072309998780838,0,5667,543,599,0.004003399999874091
24,cadical153,543,12,4.710497970000233,63735,109992,22,14955,0.0014232999997148,0,5687,0,599,0.009572149999712565
24,lingeling,543,12,35.906490833000134,151136,225033,1,21731,0.006097829000282218,4964,5019,0,537,0.007885299999998097
25,minisat22,546,12,1.7561535230001937,29002,38953,23,4493,0.0011436310001045058,0,5744,546,612,0.002750551000190171
25,glucose41,546,12,4.829903863999789,49399,74717,21,9691,0.0008773760000622133,0,5744,546,612,0.005637879000005341
25,cadical153,546,12,4.785209609000049,71916,128584,29,18250,0.0010290109999004926,0,5760,0,615,0.004045442000006005
25,lingeling,546,12,30.965912059999937,119738,181147,1,18893,0.004384293999919464,4987,5028,0,535,0.00784966799983522
26,minisat22,546,11,1.6863053309998577,32089,42641,25,4737,0.001996745000269584,0,5790,546,647,0.002972691000195482
26,glucose41,546,11,6.997016557999814,77489,119443,23,15763,0.002073088000088319,0,5790,546,647,0.004979311000170128
26,cadical153,546,11,5.393580193999696,73603,125599,22,17232,0.002762320000329055,0,5814,0,649,0.004231229000197345
26,lingeling,546,11,36.98673071800022,154757,225831,1,21598,0.007652376999885746,4955,5013,0,542,0.008020311999644036
27,minisat22,546,12,1.3894425350003985,30110,40779,25,4760,0.0012200959999972838,0,5666,546,633,0.002883488999941619
27,glucose41,546,12,3.092017660000238,44382,61795,20,7409,0.0012706399998023699,0,5666,546,633,0.003759857000204647
27,cadical153,546,12,4.639957025000058,72166,128664,17,18346,0.0010178860002270085,0,5665,0,628,0.003948185999888665
27,lingeling,546,12,20.779550742000083,93421,136204,3,14335,0.0022062289999666973,4877,4941,0,539,0.009356038000078115
28,minisat22,544,12,1.601475649999884,27853,38099,22,4352,0.0014492810000774625,0,5908,544,671,0.003003288999934739
28,glucose41,544,12,5.387000858999727,55956,81170,24,9946,0.0016807199999675504,0,5908,544,671,0.0068369810001058795
28,cadical153,544,12,15.411622691000048,92885,284489,47,22700,0.0010327989998586418,0,5910,0,658,0.003979684000114503
28,lingeling,544,12,42.82532150899988,169698,256969,1,25245,0.003430885999932798,4988,5054,0,538,0.009230346999629546
29,minisat22,546,12,1.8387754099999256,32055,41623,22,4423,0.0012753030000567378,0,5726,546,604,0.003236030000152823
29,glucose41,546,12,7.696505204000005,85444,131139,24,16950,0.0014373680000971945,0,5726,546,604,0.005310774999998102
29,cadical153,546,12,20.21781828300027,100519,302526,51,25161,0.0017910179999489628,0,5760,0,602,0.008265136999852984
29,lingeling,546,12,25.453360283000166,101105,149449,3,15683,0.007217390000278101,5001,5074,0,540,0.0074872769996545685
30,minisat22,545,12,1.871759708999889,31298,41954,25,4736,0.0022871090000080585,0,5762,545,626,0.002964002999760851
30,glucose41,545,12,3.910290719000386,45900,70899,13,9565,0.002551754000251094,0,5762,545,626,0.003625254999860772
30,cadical153,545,12,4.771574386000339,55619,87493,101,10868,0.002995929000007891,0,5786,0,627,0.003968115999668953
30,lingeling,545,12,44.13023923000037,185039,270928,1,25456,0.01086484199959159,4980,5049,0,538,0.009470222999880207
31,minisat22,545,11,1.8005098410003484,30128,40675,25,4714,0.0010626190000948554,0,5720,545,630,0.0030009110000719375
31,glucose41,545,11,5.323759582000093,69585,106772,15,13993,0.0011002340002050914,0,5720,545,630,0.005136174999734067
31,cadical153,545,11,5.3039795499998945,66771,117263,26,16140,0.0005657050000991148,0,5740,0,621,0.0030191730002115946
31,lingeling,545,11,42.99729894100028,176848,264633,1,26276,0.0023415809996549797,4960,5017,0,540,0.007379482999567699
32,minisat22,543,12,1.9934560440001405,30529,39390,22,4033,0.0008922689999053546,0,5726,543,621,0.0030303829998956644
32,glucose41,543,12,5.613451463000274,59647,84328,22,9908,0.0010002070002883556,0,5726,543,621,0.0062211170002228755
32,cadical153,543,12,4.02478021800016,58299,100081,18,13531,0.0005768330001956201,0,5747,0,618,0.00294141899985334
32,lingeling,543,12,32.64371081199988,134751,198338,1,19529,0.003161988000101701,4967,5034,0,536,0.00810753299992939
33,minisat22,546,12,1.9042440060002264,30752,40522,23,4434,0.000776977999976225,0,5693,546,612,0.0027859829997396446
33,glucose41,546,12,4.211311743999886,51248,71132,19,8604,0.0008323500001097273,0,5693,546,612,0.00499372600006609
33,cadical153,546,12,3.958237700999689,53341,86997,34,11629,0.0009443839999221382,0,5735,0,615,0.004595456999595626
33,lingeling,546,12,20.822233746000165,81171,123319,3,14069,0.00254884400010269,4961,5009,0,544,0.008524982999915665
34,minisat22,545,12,1.7069443540003704,28246,37940,23,4435,0.0006215660000634671,0,5748,545,595,0.00317951599981825
34,glucose41,545,12,6.872742059999837,66920,106870,20,14122,0.0006745139999111416,0,5748,545,595,0.007406083000205399
34,cadical153,545,12,4.951708178999979,67139,113618,44,15313,0.0004245209997861821,0,5781,0,598,0.005276109999613254
34,lingeling,545,12,33.359141530000215,123034,186877,3,19194,0.0031455039998036227,5038,5078,0,540,0.00867678699978569
35,minisat22,545,12,1.70919244300012,30009,41412,25,4674,0.0015040090002003126,0,5781,545,637,0.003036902000076225
35,glucose41,545,12,5.020417357000042,58449,93620,11,12900,0.0016967859996839252,0,5781,545,637,0.0053272609998202824
35,cadical153,545,12,5.616952006999782,84462,149010,48,20828,0.0009300179999627289,0,5824,0,641,0.0038659659999211726
35,lingeling,545,12,46.63181777400041,187523,277829,1,25463,0.003202543000043079,4989,5063,0,535,0.009392765000029613
36,minisat22,544,12,1.8469513499999266,31257,41205,24,4522,0.0011974270000791876,0,5872,544,668,0.0029359340001064993
36,glucose41,544,12,4.664884486000119,50457,74073,18,9804,0.001337653000064165,0,5872,544,668,0.0034548690000519855
36,cadical153,544,12,4.784967682000115,71857,126573,34,17717,0.001032511000175873,0,5894,0,666,0.0034916049999083043
36,lingeling,544,12,43.32094388200039,172036,258537,2,25011,0.00499050200005513,4954,5018,0,535,0.008739089000300737
37,minisat22,547,12,1.9409427499999765,29561,39686,24,4529,0.0008293369996863476,0,5680,547,614,0.00274537000041164
37,glucose41,547,12,4.418268808999983,45248,67431,19,8686,0.0008685810003044026,0,5680,547,614,0.0038362639998013037
37,cadical153,547,12,11.949773260999791,105804,206526,108,24644,0.0015062990000842547,0,5732,0,620,0.006617946999995183
37,lingeling,547,12,39.299158009000166,160938,238640,1,22648,0.08071726200023477,4996,5041,0,541,0.018597751000015705
38,minisat22,543,12,1.6911433979998947,29729,39085,22,4320,0.0049664479997773014,0,5752,543,616,0.0027305949997753487
38,glucose41,543,12,5.873070957999971,74463,123674,14,17433,0.005417564000708808,0,5752,543,616,0.003467717000603443
38,cadical153,543,12,4.014023153999915,57302,99678,33,13520,0.002197900999817648,0,5818,0,624,0.010416238000289013
38,lingeling,543,12,20.843318561999695,78467,113574,5,12655,0.0064295029997083475,5004,5055,0,538,0.00933158000043477
39,minisat22,546,12,1.9077508180007499,29972,39811,24,4547,0.001070465000339027,0,5744,546,588,0.003045816999474482
39,glucose41,546,12,4.338955697000529,49904,71603,19,8813,0.001224999999976717,0,5744,546,588,0.004560551999929885
39,cadical153,546,12,4.295943914000418,61551,107216,24,14969,0.00046500200005539227,0,5731,0,588,0.003209948999938206
39,lingeling,546,12,42.1952982290004,176764,264346,1,26122,0.0023290190001716837,5059,5078,0,543,0.007613468000272405
40,minisat22,545,12,2.0743180130002656,35345,48001,29,5396,0.0016039559995988384,0,5762,545,621,0.003006074000040826
40,glucose41,545,12,6.094886752000093,65928,109049,15,15355,0.001722942000014882,0,5762,545,621,0.006762201999663375
40,cadical153,545,12,5.7176738600001045,74831,130902,42,18469,0.0008971470006144955,0,5785,0,625,0.004437755000253674
40,lingeling,545,12,17.72983360499984,61860,94649,2,11357,0.0032731420005802647,4984,5028,0,542,0.007598113000312878
41,minisat22,547,11,1.7369788019996122,28286,39362,25,4652,0.000716325999746914,0,5861,547,646,0.0028324739996605786
41,glucose41,547,11,6.538358235000487,72487,114679,14,15347,0.0007893499996498576,0,5861,547,646,0.003971294999246311
41,cadical153,547,11,12.391103504999592,92592,286079,14,23360,0.0004022639996037469,0,5865,0,650,0.003640758000074129
41,lingeling,547,11,19.049143963999995,76764,114145,4,12450,0.0024688980001883465,5024,5065,0,540,0.008400720999816258
42,minisat22,543,12,1.863724720999926,32155,43168,25,4821,0.0018187010000474402,0,5831,543,647,0.003117471000223304
42,glucose41,543,12,5.1758187549994545,53213,78819,21,10226,0.0019995100001324317,0,5831,543,647,0.005253186999652826
42,cadical153,543,12,4.775331404000099,66721,115941,45,15942,0.0009626599994589924,0,5853,0,650,0.004024973000014143
42,lingeling,543,12,43.11576827599947,160364,246122,1,24768,0.0020274750004318776,5013,5063,0,539,0.007544435000454541
43,minisat22,541,11,1.5126859830006651,26602,36231,22,4217,0.0007713109998803702,0,5565,541,578,0.0024855619994923472
43,glucose41,541,11,3.4308221530000083,44054,62980,23,7808,0.000842219999867666,0,5565,541,578,0.0037714189993494074
43,cadical153,541,11,3.8304108729998916,52086,83750,45,11156,0.0006741899996995926,0,5589,0,578,0.00351028499972017
43,lingeling,541,11,14.827531403000648,59527,86866,4,9520,0.002409851999800594,4860,4897,0,523,0.011349885000527138
44,minisat22,543,11,1.6128092760000072,30361,40932,25,4760,0.0028086000002076617,0,5723,543,603,0.0031614000008630683
44,glucose41,543,11,5.162157581999963,61273,91263,16,11748,0.0030825330004518037,0,5723,543,603,0.0036155469997538603
44,cadical153,543,11,14.05048327700024,92393,286488,57,23780,0.002447226999720442,0,5755,0,604,0.003915803000381857
44,lingeling,543,11,46.20519148099993,184043,274504,1,26174,0.0073513759998604655,4993,5045,0,543,0.00826554400009627
45,minisat22,545,12,1.7688043349999134,31979,42184,25,4660,0.0015622099999745842,0,5730,545,617,0.003059374999793363
45,glucose41,545,12,6.2606841300003,76029,117182,17,15039,0.0017120720003731549,0,5730,545,617,0.007090330999744765
45,cadical153,545,12,6.876404000000548,88367,148981,49,19814,0.0011368740006219014,0,5765,0,618,0.00500478599951748
45,lingeling,545,12,46.60379117299999,192196,280657,1,26314,0.003945269000723783,5021,5072,0,540,0.009033379999891622
46,minisat22,546,11,1.2771702669997467,24769,33658,22,4039,0.0010999219994118903,0,5599,546,624,0.002326519000234839
46,glucose41,546,11,3.578826613000274,50237,77768,18,10362,0.001184109999485372,0,5599,546,624,0.004058413999700861
46,cadical153,546,11,4.372610393000286,67899,120643,32,17421,0.0006667460002063308,0,5625,0,619,0.0036437869994188077
46,lingeling,546,11,25.409829774999707,110919,162481,1,16230,0.0018081219996020081,4810,4892,0,540,0.007162228000197501
47,minisat22,543,12,2.1251850759999797,34073,45422,27,4960,0.0017614190001040697,0,5771,543,619,0.0030072259996813955
47,glucose41,543,12,5.952898002000438,75544,117968,14,15884,0.0019014720000996022,0,5771,543,619,0.0037392040003396687
47,cadical153,543,12,5.994035425999755,76846,131079,126,17472,0.0011569530006454443,0,5796,0,622,0.004248072000336833
47,lingeling,543,12,21.466800522000085,86913,128188,2,13556,0.004967433000274468,4965,5031,0,536,0.007873894000113069
48,minisat22,545,11,2.0964577830000053,33985,44801,26,4912,0.0011894669996763696,0,5832,545,661,0.0028210309992573457
48,glucose41,545,11,7.132630213000084,89001,145372,19,19404,0.001273193000088213,0,5832,545,661,0.004217044000142778
48,cadical153,545,11,11.340831540000181,93732,259524,63,21616,0.001059759999407106,0,5886,0,661,0.004321396999330318
48,lingeling,545,11,18.47232462699958,76457,108594,4,11438,0.0035402029998294893,4963,5047,0,541,0.0083936460005134
49,minisat22,545,11,1.955500777999987,30964,41814,24,4568,0.0007867530002840795,0,5796,545,645,0.0025000299992825603
49,glucose41,545,11,4.691397118000168,53524,76427,24,9358,0.0008977800007414771,0,5796,545,645,0.003925314999833063
49,cadical153,545,11,3.8631835649994173,53011,91400,48,12703,0.0010672680000425316,0,5849,0,650,0.003154783000354655
